X_Value,Y1_Value,Y2_Value,Y3_Value
1344,-179.4066504,120033.8111,119854.4044
1345,-179.4100045,120036.8214,119857.4114
1346,-179.4115337,120041.5402,119862.1287
1347,-179.4112887,120047.8836,119868.4723
1348,-179.4093201,120055.7674,119876.3581
1349,-179.4056788,120065.1075,119885.7018
1350,-179.4004153,120075.8197,119896.4193
1351,-179.3935803,120087.82,119908.4264
1352,-179.3852247,120101.0243,119921.6391
1353,-179.3753989,120115.3484,119935.973
1354,-179.3641538,120130.7083,119951.3441
1355,-179.35154,120147.0198,119967.6683
1356,-179.3376082,120164.1988,119984.8612
1357,-179.3224092,120182.1612,120002.8388
1358,-179.3059935,120200.823,120021.517
1359,-179.2884119,120220.0999,120040.8115
1360,-179.2697151,120239.9079,120060.6382
1361,-179.2499538,120260.1629,120080.9129
1362,-179.2291786,120280.7808,120101.5516
1363,-179.2074403,120301.6775,120122.4701
1364,-179.1847896,120322.7688,120143.584
1365,-179.1612771,120343.9706,120164.8093
1366,-179.1369535,120365.1989,120186.0619
1367,-179.1118696,120386.3695,120207.2576
1368,-179.0860759,120407.3983,120228.3122
1369,-179.0596233,120428.2013,120249.1417
1370,-179.0325624,120448.6942,120269.6616
1371,-179.0049438,120468.793,120289.7881
1372,-178.9768184,120488.4137,120309.4369
1373,-178.9482367,120507.4719,120328.5237
1374,-178.9192495,120525.8838,120346.9646
1375,-178.8899074,120543.5651,120364.6752
1376,-178.8602612,120560.4318,120381.5715
1377,-178.8303615,120576.3997,120397.5693
1378,-178.8002591,120591.3847,120412.5844
1379,-178.7700046,120605.3028,120426.5328
1380,-178.7396487,120618.0698,120439.3302
1381,-178.7092421,120629.6016,120450.8924
1382,-178.6788355,120639.8141,120461.1353
1383,-178.6484797,120648.6231,120469.9746
1384,-178.6182251,120655.9447,120477.3265
1385,-178.5881227,120661.6946,120483.1065
1386,-178.558223,120665.7888,120487.2306
1387,-178.5285768,120668.1431,120489.6145
1388,-178.4992348,120668.6735,120490.1743
1389,-178.4702476,120667.2958,120488.8256
1390,-178.4416659,120663.926,120485.4843
1391,-178.4135404,120658.4798,120480.0663
1392,-178.3859219,120650.8733,120472.4874
1393,-178.358861,120641.0223,120462.6634
1394,-178.3324083,120628.8427,120450.5103
1395,-178.3066147,120614.2503,120435.9437
1396,-178.2815307,120597.1611,120418.8796
1397,-178.2572072,120577.491,120399.2338
1398,-178.2336947,120555.1559,120376.9222
1399,-178.2110439,120530.0716,120351.8606
1400,-178.1893056,120502.154,120323.9647
1401,-178.1685304,120471.3191,120293.1506
1402,-178.1487691,120437.4827,120259.3339
1403,-178.1300723,120400.5607,120222.4306
1404,-178.1124908,120360.469,120182.3565
1405,-178.0960751,120317.1235,120139.0274
1406,-178.080876,120270.4401,120092.3592
1407,-178.0669442,120220.3347,120042.2678
1408,-178.0543305,120166.7232,119988.6689
1409,-178.0430853,120109.5214,119931.4783
1410,-178.0332596,120048.6452,119870.6119
1411,-178.0249039,119984.0107,119805.9858
1412,-178.018069,119915.5335,119737.5154
1413,-178.0128055,119843.1297,119665.1169
1414,-178.0091641,119766.7151,119588.7059
1415,-178.0071956,119686.2056,119508.1984
1416,-178.0069506,119601.5171,119423.5101
1417,-178.0084798,119512.5654,119334.5569
1418,-178.0118339,119419.2666,119241.2548
1419,-178.0170636,119321.5365,119143.5194
1420,-178.0242196,119219.2909,119041.2667
1421,-178.0333525,119112.4458,118934.4124
1422,-178.0445132,119000.917,118822.8725
1423,-178.0577521,118884.6204,118706.5626
1424,-178.0731202,118763.472,118585.3989
1425,-178.090668,118637.3876,118459.2969
1426,-178.1104462,118506.2832,118328.1728
1427,-178.1325055,118370.0745,118191.942
1428,-178.1568967,118228.6775,118050.5206
1429,-178.1836704,118082.0081,117903.8244
1430,-178.2128773,117929.9822,117751.7693
1431,-178.244568,117772.5157,117594.2711
1432,-178.2787934,117609.5244,117431.2456
1433,-178.315604,117440.9243,117262.6087
1434,-178.3550506,117266.6312,117088.2761
1435,-178.3971839,117086.561,116908.1638
1436,-178.4420545,116900.6297,116722.1876
1437,-178.4897132,116708.7531,116530.2634
1438,-178.5402106,116510.8471,116332.3069
1439,-178.5935974,116306.8276,116128.234
1440,-178.6499244,116096.6105,115917.9606
