X_Value,Y_Value
1038,55.18548203
1039,55.12175369
1040,55.05717087
1041,54.99183273
1042,54.92584229
1043,54.85929871
1044,54.79230118
1045,54.72495651
1046,54.65736389
1047,54.58961868
1048,54.52183151
1049,54.45409393
1050,54.38651657
1051,54.31919098
1052,54.25222397
1053,54.18571472
1054,54.11976624
1055,54.05448151
1056,53.98995209
1057,53.9262886
1058,53.86359024
1059,53.80195618
1060,53.7414856
1061,53.68228531
1062,53.62445068
1063,53.56808853
1064,53.51329422
1065,53.46017075
1066,53.40882111
1067,53.35934448
1068,53.31184006
1069,53.26641464
1070,53.22316742
1071,53.18219376
1072,53.14360046
1073,53.10749054
1074,53.07395935
1075,53.04310608
1076,53.01504135
1077,52.98986053
1078,52.96766281
1079,52.94855499
1080,52.93263245
1081,52.91999817
1082,52.9107132
1083,52.90466309
1084,52.90169144
1085,52.90164948
1086,52.90438461
1087,52.90973663
1088,52.91755295
1089,52.92768478
1090,52.93997192
1091,52.95426178
1092,52.97040176
1093,52.98823929
1094,53.00761795
1095,53.02838135
1096,53.05038452
1097,53.07346344
1098,53.09746552
1099,53.12224197
1100,53.14763641
1101,53.17349625
1102,53.19966125
1103,53.22598648
1104,53.25230789
1105,53.27848053
1106,53.30434799
1107,53.32975388
1108,53.35454559
1109,53.37856674
1110,53.40166855
1111,53.4236908
1112,53.44448471
1113,53.46389389
1114,53.48176193
1115,53.49794006
1116,53.51227188
1117,53.5246048
1118,53.53478241
1119,53.54264832
1120,53.54805374
1121,53.55084229
1122,53.55086136
