X_Value,Y_Value
1141,95172.6711
1142,95349.68741
1143,95513.88269
1144,95665.71635
1145,95805.64779
1146,95934.13641
1147,96051.64164
1148,96158.62287
1149,96255.53951
1150,96342.85097
1151,96421.01666
1152,96490.49598
1153,96551.74834
1154,96605.23315
1155,96651.40982
1156,96690.73775
1157,96723.67635
1158,96750.68503
1159,96772.22319
1160,96788.75025
1161,96800.7256
1162,96808.60867
1163,96812.85885
1164,96813.93555
1165,96812.29818
1166,96808.40614
1167,96802.71885
1168,96795.69571
1169,96787.79613
1170,96779.47952
1171,96771.20527
1172,96763.43281
1173,96756.62154
1174,96751.23086
1175,96747.72019
1176,96746.54892
1177,96748.17647
1178,96753.06225
1179,96761.66565
1180,96774.4461
1181,96791.86299
1182,96814.37574
1183,96842.44375
1184,96876.52642
1185,96917.08317
1186,96964.57341
1187,97019.45653
1188,97082.19196
1189,97153.23908
1190,97233.05732
1191,97322.10608
1192,97420.84477
1193,97529.73279
1194,97649.22955
1195,97779.79447
1196,97921.88693
1197,98075.96636
1198,98242.49217
1199,98421.92375
1200,98614.72051
1201,98821.34187
1202,99042.09324
1203,99276.66404
1204,99524.58973
1205,99785.40574
1206,100058.6475
1207,100343.8505
1208,100640.5501
1209,100948.2818
1210,101266.581
1211,101594.9832
1212,101933.0238
1213,102280.2382
1214,102636.1619
1215,103000.3304
1216,103372.279
1217,103751.5432
1218,104137.6584
1219,104530.1602
1220,104928.5838
1221,105332.4649
1222,105741.3387
1223,106154.7408
1224,106572.2065
1225,106993.2715
1226,107417.4709
1227,107844.3404
1228,108273.4153
1229,108704.2311
1230,109136.3233
1231,109569.2272
1232,110002.4783
1233,110435.6121
1234,110868.164
1235,111299.6694
1236,111729.6637
1237,112157.6825
1238,112583.2611
1239,113005.9351
1240,113425.2397
1241,113840.7105
1242,114251.883
1243,114658.2925
1244,115059.4745
1245,115454.9644
1246,115844.2977
1247,116227.0098
1248,116602.6362
1249,116970.7123
1250,117330.7735
1251,117682.3552
1252,118024.993
1253,118358.2223
1254,118681.5784
1255,118994.5969
1256,119296.8132
1257,119587.7627
1258,119866.9808
1259,120134.003
1260,120388.3648
1261,120629.6016
1262,120857.3743
1263,121071.846
1264,121273.3054
1265,121462.0411
1266,121638.3416
1267,121802.4956
1268,121954.7917
1269,122095.5185
1270,122224.9647
1271,122343.4187
1272,122451.1694
1273,122548.5052
1274,122635.7148
1275,122713.0868
1276,122780.9098
1277,122839.4724
1278,122889.0632
1279,122929.9709
1280,122962.484
1281,122986.8913
1282,123003.4812
1283,123012.5424
1284,123014.3635
1285,123009.2331
1286,122997.4399
1287,122979.2725
1288,122955.0194
1289,122924.9693
1290,122889.4108
1291,122848.6324
1292,122802.923
1293,122752.5709
1294,122697.8649
1295,122639.0935
1296,122576.5455
1297,122510.5093
1298,122441.2736
1299,122369.127
1300,122294.3582
1301,122217.2557
1302,122138.1081
1303,122057.2041
1304,121974.8323
1305,121891.2813
1306,121806.8397
1307,121721.7961
1308,121636.4392
1309,121551.0575
1310,121465.9396
1311,121381.3743
1312,121297.65
1313,121215.0554
1314,121133.8791
1315,121054.4098
1316,120976.936
1317,120901.7463
1318,120829.1295
1319,120759.374
1320,120692.7685
1321,120629.6016
1322,120570.0998
1323,120514.2411
1324,120461.9414
1325,120413.1166
1326,120367.6826
1327,120325.5553
1328,120286.6506
1329,120250.8843
1330,120218.1723
1331,120188.4306
1332,120161.5751
1333,120137.5215
1334,120116.1859
1335,120097.4841
1336,120081.3319
1337,120067.6454
1338,120056.3404
1339,120047.3327
1340,120040.5383
1341,120035.873
1342,120033.2528
1343,120032.5935
1344,120033.8111
1345,120036.8214
1346,120041.5402
1347,120047.8836
1348,120055.7674
1349,120065.1075
1350,120075.8197
1351,120087.82
1352,120101.0243
1353,120115.3484
1354,120130.7083
1355,120147.0198
1356,120164.1988
1357,120182.1612
1358,120200.823
1359,120220.0999
1360,120239.9079
