X_Value,Y1_Value,Base,Variation,Y4_Value,Y3_Value,Y2_Value
1179,527751.5767,534551.1875,90214.6875,624765.875,96605.00724,0
1180,527574.0096,534551.1875,90037.75,624588.9375,96616.84801,0
1181,527385.436,534551.1875,89853.625,624404.8125,96633.29526,0
1182,527185.0812,534551.1875,89661.875,624213.0625,96654.81201,0
1183,526972.0457,534551.1875,89462.25,624013.4375,96681.86126,0
1184,526745.6171,534551.1875,89254.4375,623805.625,96714.90601,0
1185,526505.021,534551.1875,89038.125,623589.3125,96754.40927,0
1186,526249.4825,534551.1875,88812.9375,623364.125,96800.83407,0
1187,525978.1646,534551.1875,88578.5625,623129.75,96854.64338,0
1188,525690.2927,534551.1875,88334.75,622885.9375,96916.30023,0
1189,525385.1543,534551.1875,88081.125,622632.3125,96986.26761,0
1190,525061.9126,534551.1875,87817.375,622368.5625,97065.00854,0
1191,524719.7928,534551.1875,87543.1875,622094.375,97152.98602,0
1192,524358.0201,534551.1875,87258.1875,621809.375,97250.66307,0
1193,523975.7575,534551.1875,86962.125,621513.3125,97358.50267,0
1194,523572.2928,534551.1875,86654.625,621205.8125,97476.96785,0
1195,523146.7888,534551.1875,86335.4375,620886.625,97606.52161,0
1196,522698.5333,534551.1875,86004.1875,620555.375,97747.62694,0
1197,522226.6895,534551.1875,85660.5625,620211.75,97900.74687,0
1198,521730.4821,534551.1875,85304.25,619855.4375,98066.34441,0
1199,521209.1368,534551.1875,84934.9375,619486.125,98244.88254,0
1200,520661.8789,534551.1875,84552.25,619103.4375,98436.82427,0
1201,520087.8714,534551.1875,84155.9375,618707.125,98642.63263,0
1202,519486.4018,534551.1875,83745.75,618296.9375,98862.61586,0
1203,518856.9126,534551.1875,83321.875,617873.0625,99096.46318,0
1204,518199.9012,534551.1875,82884.6875,617435.875,99343.70908,0
1205,517516.2074,534551.1875,82434.5,616985.6875,99603.88804,0
1206,516806.6082,534551.1875,81971.5625,616522.75,99876.53452,0
1207,516071.8184,534551.1875,81496.25,616047.4375,100161.183,0
1208,515312.6777,534551.1875,81008.8125,615560,100457.368,0
1209,514529.9011,534551.1875,80509.6875,615060.875,100764.624,0
1210,513724.3894,534551.1875,79999.0625,614550.25,101082.4853,0
1211,512896.7965,534551.1875,79477.375,614028.5625,101410.4867,0
1212,512048.0238,534551.1875,78944.8125,613496,101748.1624,0
1213,511178.7237,534551.1875,78401.8125,612953,102095.0469,0
1214,510289.798,534551.1875,77848.5625,612399.75,102450.6748,0
1215,509381.8991,534551.1875,77285.5,611836.6875,102814.5806,0
1216,508455.9292,534551.1875,76712.9375,611264.125,103186.2987,0
1217,507512.6656,534551.1875,76131.0625,610682.25,103565.3635,0
1218,506552.7603,534551.1875,75540.375,610091.5625,103951.3095,0
1219,505577.1785,534551.1875,74941,609492.1875,104343.6714,0
1220,504586.5082,534551.1875,74333.4375,608884.625,104741.9834,0
1221,503581.7161,534551.1875,73717.875,608269.0625,105145.7802,0
1222,502563.4541,534551.1875,73094.625,607645.8125,105554.596,0
1223,501532.4984,534551.1875,72464.125,607015.3125,105967.9656,0
1224,500489.7513,534551.1875,71826.5625,606377.75,106385.4231,0
1225,499435.8658,534551.1875,71182.3125,605733.5,106806.5035,0
1226,498371.6809,534551.1875,70531.75,605082.9375,107230.7407,0
1227,497298.037,534551.1875,69875.0625,604426.25,107657.6697,0
1228,496215.5844,534551.1875,69212.6875,603763.875,108086.8245,0
1229,495125.2278,534551.1875,68544.8125,603096,108517.7399,0
1230,494027.6184,534551.1875,67871.875,602423.0625,108949.9504,0
1231,492923.6581,534551.1875,67194.1875,601745.375,109382.9902,0
1232,491814.1239,534551.1875,66511.9375,601063.125,109816.394,0
1233,490699.6684,534551.1875,65825.5625,600376.75,110249.6963,0
1234,489581.1937,534551.1875,65135.375,599686.5625,110682.4314,0
1235,488459.4771,534551.1875,64441.625,598992.8125,111114.1339,0
1236,487335.2325,534551.1875,63744.6875,598295.875,111544.3381,0
1237,486209.3009,534551.1875,63044.875,597596.0625,111972.5788,0
1238,485082.4588,534551.1875,62342.5,596893.6875,112398.3902,0
1239,483955.4832,534551.1875,61637.8125,596189,112821.307,0
1240,482829.0891,534551.1875,60931.1875,595482.375,113240.8635,0
1241,481704.116,534551.1875,60223,594774.1875,113656.5941,0
1242,480581.4036,534551.1875,59513.4375,594064.625,114068.0336,0
1243,479461.6039,534551.1875,58802.9375,593354.125,114474.7162,0
1244,478345.6202,534551.1875,58091.75,592642.9375,114876.1765,0
1245,477234.1655,534551.1875,57380.1875,591931.375,115271.9489,0
1246,476128.0179,534551.1875,56668.5625,591219.75,115661.568,0
1247,475027.9541,534551.1875,55957.25,590508.4375,116044.5681,0
1248,473934.8145,534551.1875,55246.5625,589797.75,116420.4838,0
1249,472849.3762,534551.1875,54536.6875,589087.875,116788.8496,0
1250,471772.2913,534551.1875,53828.125,588379.3125,117149.1999,0
1251,470704.5226,534551.1875,53121.0625,587672.25,117501.0691,0
1252,469646.7288,534551.1875,52415.875,586967.0625,117843.9919,0
1253,468599.7396,534551.1875,51712.875,586264.0625,118177.5027,0
1254,467564.338,534551.1875,51012.375,585563.5625,118501.1358,0
1255,466541.3011,534551.1875,50314.625,584865.8125,118814.4259,0
1256,465531.3444,534551.1875,49620.0625,584171.25,119116.9074,0
1257,464535.3658,534551.1875,48928.9375,583480.125,119408.1148,0
1258,463554.0913,534551.1875,48241.5625,582792.75,119687.5824,0
1259,462588.2798,534551.1875,47558.25,582109.4375,119954.8449,0
1260,461638.7218,534551.1875,46879.3125,581430.5,120209.4367,0
1261,460706.1893,534551.1875,46205.125,580756.3125,120450.8924,0
1262,459791.525,534551.1875,45535.875,580087.0625,120678.8719,0
1263,458895.2564,534551.1875,44871.75,579422.9375,120893.5386,0
1264,458017.4052,534551.1875,44212.625,578763.8125,121095.1813,0
1265,457157.5583,534551.1875,43558.625,578109.8125,121284.0889,0
1266,456315.5523,534551.1875,42909.75,577460.9375,121460.5501,0
1267,455491.0946,534551.1875,42266,576817.1875,121624.8539,0
1268,454683.9047,534551.1875,41627.4375,576178.625,121777.2892,0
1269,453893.7541,534551.1875,40994.125,575545.3125,121918.1448,0
1270,453120.4103,534551.1875,40365.9375,574917.125,122047.7097,0
1271,452363.4694,534551.1875,39743,574294.1875,122166.2725,0
1272,451622.7607,534551.1875,39125.375,573676.5625,122274.1223,0
1273,450898.0622,534551.1875,38513,573064.1875,122371.5479,0
1274,450189.0193,534551.1875,37906,572457.1875,122458.8381,0
1275,449495.472,534551.1875,37304.25,571855.4375,122536.2819,0
1276,448817.0032,534551.1875,36707.9375,571259.125,122604.168,0
1277,448153.5152,534551.1875,36116.9375,570668.125,122662.7854,0
1278,447504.5911,534551.1875,35531.375,570082.5625,122712.4229,0
1279,446870.0707,534551.1875,34951.25,569502.4375,122753.3694,0
1280,446249.662,534551.1875,34376.5625,568927.75,122785.9137,0
1281,445643.0861,534551.1875,33807.375,568358.5625,122810.3449,0
1282,445050.0991,534551.1875,33243.6875,567794.875,122826.9516,0
1283,444470.4255,534551.1875,32685.5,567236.6875,122836.0227,0
1284,443903.7707,534551.1875,32132.875,566684.0625,122837.8471,0
1285,443349.9147,534551.1875,31585.8125,566137,122832.7137,0
1286,442808.5637,534551.1875,31044.375,565595.5625,122820.9115,0
1287,442279.4946,534551.1875,30508.5625,565059.75,122802.7291,0
1288,441762.4138,534551.1875,29978.375,564529.5625,122778.4556,0
1289,441257.0417,534551.1875,29453.875,564005.0625,122748.3796,0
1290,440763.1468,534551.1875,28935,563486.1875,122712.7903,0
1291,440280.3789,534551.1875,28421.9375,562973.125,122671.9762,0
1292,439808.6339,534551.1875,27914.5625,562465.75,122626.2265,0
1293,439347.5021,534551.1875,27412.9375,561964.125,122575.8298,0
1294,438896.7527,534551.1875,26917.125,561468.3125,122521.0752,0
1295,438456.1674,534551.1875,26427.125,560978.3125,122462.2514,0
1296,438025.4512,534551.1875,25942.9375,560494.125,122399.6474,0
1297,437604.3188,534551.1875,25464.625,560015.8125,122333.552,0
1298,437192.5415,534551.1875,24992.1875,559543.375,122264.254,0
1299,436789.8333,534551.1875,24525.625,559076.8125,122192.0423,0
1300,436395.9032,534551.1875,24065.0625,558616.25,122117.2058,0
1301,436010.5899,534551.1875,23610.4375,558161.625,122040.0334,0
1302,435633.54,534551.1875,23161.75,557712.9375,121960.8139,0
1303,435264.4673,534551.1875,22719.0625,557270.25,121879.8362,0
1304,434903.1435,534551.1875,22282.4375,556833.625,121797.3891,0
1305,434549.3445,534551.1875,21851.8125,556403,121713.7616,0
1306,434202.7173,534551.1875,21427.3125,555978.5,121629.2425,0
1307,433863.1002,534551.1875,21008.875,555560.0625,121544.1206,0
1308,433530.1403,534551.1875,20596.5625,555147.75,121458.6849,0
1309,433203.6134,534551.1875,20190.375,554741.5625,121373.2242,0
1310,432883.229,534551.1875,19790.375,554341.5625,121288.0273,0
1311,432568.7664,534551.1875,19396.625,553947.8125,121203.3832,0
1312,432259.9891,534551.1875,19009,553560.1875,121119.5806,0
1313,431956.4897,534551.1875,18627.625,553178.8125,121036.9085,0
1314,431658.1067,534551.1875,18252.5625,552803.75,120955.6557,0
1315,431364.612,534551.1875,17883.75,552434.9375,120876.1112,0
1316,431075.6532,534551.1875,17521.25,552072.4375,120798.5636,0
1317,430791.006,534551.1875,17165.125,551716.3125,120723.302,0
1318,430510.44,534551.1875,16815.3125,551366.5,120650.6153,0
1319,430233.6119,534551.1875,16471.875,551023.0625,120580.7922,0
1320,429960.29,534551.1875,16134.8125,550686,120514.1216,0
1321,429690.1876,534551.1875,15804.25,550355.4375,120450.8924,0
1322,429423.1402,534551.1875,15480.0625,550031.25,120391.3312,0
1323,429158.7972,534551.1875,15162.125,549713.3125,120335.4162,0
1324,428897.055,534551.1875,14850.1875,549401.375,120283.0631,0
1325,428637.7486,534551.1875,14544.0625,549095.25,120234.1878,0
1326,428380.774,534551.1875,14243.5625,548794.75,120188.7062,0
1327,428126.0288,534551.1875,13948.375,548499.5625,120146.534,0
1328,427873.2843,534551.1875,13658.375,548209.5625,120107.5872,0
1329,427622.5014,534551.1875,13373.25,547924.4375,120071.7814,0
1330,427373.4484,534551.1875,13092.9375,547644.125,120039.0326,0
1331,427126.1491,534551.1875,12817.0625,547368.25,120009.2567,0
1332,426880.3134,534551.1875,12545.5,547096.6875,119982.3695,0
1333,426635.9013,534551.1875,12277.9375,546829.125,119958.2867,0
1334,426392.6818,534551.1875,12014.3125,546565.5,119936.9243,0
1335,426150.6782,534551.1875,11754.3125,546305.5,119918.1981,0
1336,425909.6628,534551.1875,11497.6875,546048.875,119902.0239,0
1337,425669.4703,534551.1875,11244.3125,545795.5,119888.3176,0
1338,425430.0579,534551.1875,10993.875,545545.0625,119876.995,0
1339,425191.199,534551.1875,10746.25,545297.4375,119867.972,0
1340,424952.8526,534551.1875,10501.1875,545052.375,119861.1643,0
1341,424714.8535,534551.1875,10258.375,544809.5625,119856.4879,0
1342,424476.9723,534551.1875,10017.75,544568.9375,119853.8585,0
1343,424239.2335,534551.1875,9779.0625,544330.25,119853.1921,0
1344,424001.4662,534551.1875,9542,544093.1875,119854.4044,0
1345,423763.4463,534551.1875,9306.4375,543857.625,119857.4114,0
1346,423525.1327,534551.1875,9072.0625,543623.25,119862.1287,0
1347,423286.2964,534551.1875,8838.8125,543390,119868.4723,0
1348,423046.9596,534551.1875,8606.3125,543157.5,119876.3581,0
1349,422806.8306,534551.1875,8374.4375,542925.625,119885.7018,0
1350,422565.87,534551.1875,8143,542694.1875,119896.4193,0
1351,422323.9765,534551.1875,7911.6875,542462.875,119908.4264,0
1352,422080.9179,534551.1875,7680.3125,542231.5,119921.6391,0
1353,421836.5917,534551.1875,7448.6875,541999.875,119935.973,0
1354,421590.8969,534551.1875,7216.5625,541767.75,119951.3441,0
1355,421343.6616,534551.1875,6983.75,541534.9375,119967.6683,0
1356,421094.7975,534551.1875,6750.0625,541301.25,119984.8612,0
1357,420844.1864,534551.1875,6515.1875,541066.375,120002.8388,0
1358,420591.6036,534551.1875,6279,540830.1875,120021.517,0
1359,420337.012,534551.1875,6041.25,540592.4375,120040.8115,0
1360,420080.244,534551.1875,5801.6875,540352.875,120060.6382,0
1361,419821.1334,534551.1875,5560.1875,540111.375,120080.9129,0
1362,419559.6375,534551.1875,5316.375,539867.5625,120101.5516,0
1363,419295.4712,534551.1875,5070.1875,539621.375,120122.4701,0
1364,419028.6529,534551.1875,4821.375,539372.5625,120143.584,0
1365,418759.0164,534551.1875,4569.6875,539120.875,120164.8093,0
1366,418486.3941,534551.1875,4314.9375,538866.125,120186.0619,0
1367,418210.6888,534551.1875,4056.8125,538608,120207.2576,0
1368,417931.6692,534551.1875,3795.25,538346.4375,120228.3122,0
1369,417649.3557,534551.1875,3529.9375,538081.125,120249.1417,0
1370,417363.5181,534551.1875,3260.6875,537811.875,120269.6616,0
1371,417074.0605,534551.1875,2987.25,537538.4375,120289.7881,0
1372,416780.8132,534551.1875,2709.4375,537260.625,120309.4369,0
1373,416483.6717,534551.1875,2427,536978.1875,120328.5237,0
1374,416182.4676,534551.1875,2139.8125,536691,120346.9646,0
1375,415877.169,534551.1875,1847.5625,536398.75,120364.6752,0
1376,415567.5428,534551.1875,1550.0625,536101.25,120381.5715,0
1377,415253.4845,534551.1875,1247.0625,535798.25,120397.5693,0
1378,414934.8252,534551.1875,938.4375,535489.625,120412.5844,0
1379,414611.5345,534551.1875,623.875,535175.0625,120426.5328,0
1380,414283.3784,534551.1875,303.25,534854.4375,120439.3302,0
1381,413950.3134,534551.1875,-23.75,534527.4375,120450.8924,0
1382,413612.1133,534551.1875,-357.3125,534193.875,120461.1353,0
1383,413268.6771,534551.1875,-697.5625,533853.625,120469.9746,0
1384,412919.9611,534551.1875,-1044.875,533506.3125,120477.3265,0
1385,412565.6842,534551.1875,-1399.3125,533151.875,120483.1065,0
1386,412205.851,534551.1875,-1761.25,532789.9375,120487.2306,0
1387,411840.1817,534551.1875,-2130.75,532420.4375,120489.6145,0
1388,411468.6953,534551.1875,-2508.125,532043.0625,120490.1743,0
1389,411091.1667,534551.1875,-2893.5625,531657.625,120488.8256,0
1390,410707.489,534551.1875,-3287.25,531263.9375,120485.4843,0
1391,410317.569,534551.1875,-3689.4375,530861.75,120480.0663,0
1392,409921.2228,534551.1875,-4100.375,530450.8125,120472.4874,0
1393,409518.2964,534551.1875,-4520.25,530030.9375,120462.6634,0
1394,409108.6835,534551.1875,-4949.25,529601.9375,120450.5103,0
1395,408692.2833,534551.1875,-5387.625,529163.5625,120435.9437,0
1396,408268.9271,534551.1875,-5835.5625,528715.625,120418.8796,0
1397,407838.5182,534551.1875,-6293.3125,528257.875,120399.2338,0
1398,407400.8842,534551.1875,-6761.0625,527790.125,120376.9222,0
1399,406955.9351,534551.1875,-7239.0625,527312.125,120351.8606,0
1400,406503.4833,534551.1875,-7727.5,526823.6875,120323.9647,0
1401,406043.4369,534551.1875,-8226.5625,526324.625,120293.1506,0
1402,405575.6703,534551.1875,-8736.5625,525814.625,120259.3339,0
1403,405100.0155,534551.1875,-9257.625,525293.5625,120222.4306,0
1404,404616.3569,534551.1875,-9790,524761.1875,120182.3565,0
1405,404124.6027,534551.1875,-10333.9375,524217.25,120139.0274,0
1406,403624.5011,534551.1875,-10889.59375,523661.5938,120092.3592,0
1407,403116.0909,534551.1875,-11457.21875,523093.9688,120042.2678,0
1408,402599.1033,534551.1875,-12037.03125,522514.1563,119988.6689,0
1409,402073.4648,534551.1875,-12629.25,521921.9375,119931.4783,0
1410,401538.9962,534551.1875,-13234.0625,521317.125,119870.6119,0
1411,400995.6397,534551.1875,-13851.71875,520699.4688,119805.9858,0
1412,400443.1839,534551.1875,-14482.40625,520068.7813,119737.5154,0
1413,399881.5954,534551.1875,-15126.375,519424.8125,119665.1169,0
1414,399310.6323,534551.1875,-15783.8125,518767.375,119588.7059,0
1415,398730.2396,534551.1875,-16454.9375,518096.25,119508.1984,0
1416,398140.2408,534551.1875,-17140,517411.1875,119423.5101,0
1417,397540.5082,534551.1875,-17839.1875,516712,119334.5569,0
1418,396930.9473,534551.1875,-18552.71875,515998.4688,119241.2548,0
1419,396311.3843,534551.1875,-19280.8125,515270.375,119143.5194,0
1420,395681.702,534551.1875,-20023.6875,514527.5,119041.2667,0
1421,395041.7702,534551.1875,-20781.5625,513769.625,118934.4124,0
1422,394391.4495,534551.1875,-21554.625,512996.5625,118822.8725,0
1423,393730.6239,534551.1875,-22343.15625,512208.0313,118706.5626,0
1424,393059.1319,534551.1875,-23147.3125,511403.875,118585.3989,0
1425,392376.8478,534551.1875,-23967.34375,510583.8438,118459.2969,0
1426,391683.689,534551.1875,-24803.4375,509747.75,118328.1728,0
1427,390979.4805,534551.1875,-25655.84375,508895.3438,118191.942,0
1428,390264.0659,534551.1875,-26524.75,508026.4375,118050.5206,0
1429,389537.3569,534551.1875,-27410.40625,507140.7813,117903.8244,0
1430,388799.2032,534551.1875,-28313,506238.1875,117751.7693,0
1431,388049.4665,534551.1875,-29232.75,505318.4375,117594.2711,0
1432,387288.0404,534551.1875,-30169.90625,504381.2813,117431.2456,0
1433,386514.7369,534551.1875,-31124.625,503426.5625,117262.6087,0
1434,385729.496,534551.1875,-32097.15625,502454.0313,117088.2761,0
1435,384932.1466,534551.1875,-33087.75,501463.4375,116908.1638,0
1436,384122.5256,534551.1875,-34096.5625,500454.625,116722.1876,0
1437,383300.5572,534551.1875,-35123.84375,499427.3438,116530.2634,0
1438,382466.0713,534551.1875,-36169.8125,498381.375,116332.3069,0
1439,381619.0412,534551.1875,-37234.6875,497316.5,116128.234,0
1440,380759.1248,534551.1875,-38318.65625,496232.5313,115917.9606,0
