X_Value,Base,Z1_Value,Variation,Y_Value,Z_Value
1303,534551.1875,-61686.19531,22719.0625,557270.25,472864.9922
1304,534551.1875,-61683.71875,22282.4375,556833.625,472867.4688
1305,534551.1875,-61685.25781,21851.8125,556403,472865.9297
1306,534551.1875,-61691.12109,21427.3125,555978.5,472860.0664
1307,534551.1875,-61701.60156,21008.875,555560.0625,472849.5859
1308,534551.1875,-61717.00391,20596.5625,555147.75,472834.1836
1309,534551.1875,-61737.62109,20190.375,554741.5625,472813.5664
1310,534551.1875,-61763.75781,19790.375,554341.5625,472787.4297
1311,534551.1875,-61795.71484,19396.625,553947.8125,472755.4727
1312,534551.1875,-61833.78516,19009,553560.1875,472717.4023
1313,534551.1875,-61878.27734,18627.625,553178.8125,472672.9102
1314,534551.1875,-61929.48438,18252.5625,552803.75,472621.7031
1315,534551.1875,-61987.70703,17883.75,552434.9375,472563.4805
1316,534551.1875,-62053.25,17521.25,552072.4375,472497.9375
1317,534551.1875,-62126.40625,17165.125,551716.3125,472424.7813
1318,534551.1875,-62207.47656,16815.3125,551366.5,472343.7109
1319,534551.1875,-62296.76563,16471.875,551023.0625,472254.4219
1320,534551.1875,-62394.57031,16134.8125,550686,472156.6172
1321,534551.1875,-62501.1875,15804.25,550355.4375,472050
1322,534551.1875,-62616.83984,15480.0625,550031.25,471934.3477
1323,534551.1875,-62741.42578,15162.125,549713.3125,471809.7617
1324,534551.1875,-62874.76563,14850.1875,549401.375,471676.4219
1325,534551.1875,-63016.67969,14544.0625,549095.25,471534.5078
1326,534551.1875,-63166.98438,14243.5625,548794.75,471384.2031
1327,534551.1875,-63325.5,13948.375,548499.5625,471225.6875
1328,534551.1875,-63492.04297,13658.375,548209.5625,471059.1445
1329,534551.1875,-63666.44141,13373.25,547924.4375,470884.7461
1330,534551.1875,-63848.50781,13092.9375,547644.125,470702.6797
1331,534551.1875,-64038.05859,12817.0625,547368.25,470513.1289
1332,534551.1875,-64234.92188,12545.5,547096.6875,470316.2656
1333,534551.1875,-64438.91016,12277.9375,546829.125,470112.2773
1334,534551.1875,-64649.84766,12014.3125,546565.5,469901.3398
1335,534551.1875,-64867.55078,11754.3125,546305.5,469683.6367
1336,534551.1875,-65091.83594,11497.6875,546048.875,469459.3516
1337,534551.1875,-65322.52734,11244.3125,545795.5,469228.6602
1338,534551.1875,-65559.44531,10993.875,545545.0625,468991.7422
1339,534551.1875,-65802.40625,10746.25,545297.4375,468748.7813
1340,534551.1875,-66051.22656,10501.1875,545052.375,468499.9609
1341,534551.1875,-66305.72656,10258.375,544809.5625,468245.4609
1342,534551.1875,-66565.73438,10017.75,544568.9375,467985.4531
1343,534551.1875,-66831.0625,9779.0625,544330.25,467720.125
1344,534551.1875,-67101.52344,9542,544093.1875,467449.6641
1345,534551.1875,-67376.95313,9306.4375,543857.625,467174.2344
1346,534551.1875,-67657.15625,9072.0625,543623.25,466894.0313
1347,534551.1875,-67941.96094,8838.8125,543390,466609.2266
1348,534551.1875,-68231.17969,8606.3125,543157.5,466320.0078
1349,534551.1875,-68524.63281,8374.4375,542925.625,466026.5547
1350,534551.1875,-68822.14844,8143,542694.1875,465729.0391
1351,534551.1875,-69123.53906,7911.6875,542462.875,465427.6484
1352,534551.1875,-69428.61719,7680.3125,542231.5,465122.5703
1353,534551.1875,-69737.21875,7448.6875,541999.875,464813.9688
1354,534551.1875,-70049.14844,7216.5625,541767.75,464502.0391
1355,534551.1875,-70364.22656,6983.75,541534.9375,464186.9609
1356,534551.1875,-70682.28125,6750.0625,541301.25,463868.9063
1357,534551.1875,-71003.13281,6515.1875,541066.375,463548.0547
1358,534551.1875,-71326.58594,6279,540830.1875,463224.6016
1359,534551.1875,-71652.47656,6041.25,540592.4375,462898.7109
1360,534551.1875,-71980.61719,5801.6875,540352.875,462570.5703
1361,534551.1875,-72310.82031,5560.1875,540111.375,462240.3672
1362,534551.1875,-72642.91406,5316.375,539867.5625,461908.2734
1363,534551.1875,-72976.71875,5070.1875,539621.375,461574.4688
1364,534551.1875,-73312.04688,4821.375,539372.5625,461239.1406
1365,534551.1875,-73648.71875,4569.6875,539120.875,460902.4688
1366,534551.1875,-73986.5625,4314.9375,538866.125,460564.625
1367,534551.1875,-74325.39063,4056.8125,538608,460225.7969
1368,534551.1875,-74665.01563,3795.25,538346.4375,459886.1719
1369,534551.1875,-75005.27344,3529.9375,538081.125,459545.9141
1370,534551.1875,-75345.96875,3260.6875,537811.875,459205.2188
1371,534551.1875,-75686.92188,2987.25,537538.4375,458864.2656
1372,534551.1875,-76027.96094,2709.4375,537260.625,458523.2266
1373,534551.1875,-76368.90625,2427,536978.1875,458182.2813
1374,534551.1875,-76709.57031,2139.8125,536691,457841.6172
1375,534551.1875,-77049.76563,1847.5625,536398.75,457501.4219
1376,534551.1875,-77389.32813,1550.0625,536101.25,457161.8594
1377,534551.1875,-77728.0625,1247.0625,535798.25,456823.125
1378,534551.1875,-78065.80469,938.4375,535489.625,456485.3828
1379,534551.1875,-78402.35156,623.875,535175.0625,456148.8359
1380,534551.1875,-78737.53906,303.25,534854.4375,455813.6484
1381,534551.1875,-79071.1875,-23.75,534527.4375,455480
1382,534551.1875,-79403.10938,-357.3125,534193.875,455148.0781
1383,534551.1875,-79733.125,-697.5625,533853.625,454818.0625
1384,534551.1875,-80061.04688,-1044.875,533506.3125,454490.1406
1385,534551.1875,-80386.71094,-1399.3125,533151.875,454164.4766
1386,534551.1875,-80709.92188,-1761.25,532789.9375,453841.2656
1387,534551.1875,-81030.50781,-2130.75,532420.4375,453520.6797
1388,534551.1875,-81348.28125,-2508.125,532043.0625,453202.9063
1389,534551.1875,-81663.07031,-2893.5625,531657.625,452888.1172
1390,534551.1875,-81974.6875,-3287.25,531263.9375,452576.5
1391,534551.1875,-82282.95313,-3689.4375,530861.75,452268.2344
1392,534551.1875,-82587.6875,-4100.375,530450.8125,451963.5
1393,534551.1875,-82888.70313,-4520.25,530030.9375,451662.4844
1394,534551.1875,-83185.83594,-4949.25,529601.9375,451365.3516
1395,534551.1875,-83478.89063,-5387.625,529163.5625,451072.2969
1396,534551.1875,-83767.6875,-5835.5625,528715.625,450783.5
1397,534551.1875,-84052.05469,-6293.3125,528257.875,450499.1328
1398,534551.1875,-84331.80469,-6761.0625,527790.125,450219.3828
1399,534551.1875,-84606.75781,-7239.0625,527312.125,449944.4297
1400,534551.1875,-84876.73438,-7727.5,526823.6875,449674.4531
1401,534551.1875,-85141.55469,-8226.5625,526324.625,449409.6328
1402,534551.1875,-85401.03906,-8736.5625,525814.625,449150.1484
1403,534551.1875,-85655,-9257.625,525293.5625,448896.1875
1404,534551.1875,-85903.25781,-9790,524761.1875,448647.9297
1405,534551.1875,-86145.64063,-10333.9375,524217.25,448405.5469
1406,534551.1875,-86381.96875,-10889.59375,523661.5938,448169.2188
1407,534551.1875,-86612.04688,-11457.21875,523093.9688,447939.1406
1408,534551.1875,-86835.70313,-12037.03125,522514.1563,447715.4844
1409,534551.1875,-87052.75781,-12629.25,521921.9375,447498.4297
1410,534551.1875,-87263.03125,-13234.0625,521317.125,447288.1563
1411,534551.1875,-87466.33594,-13851.71875,520699.4688,447084.8516
1412,534551.1875,-87662.5,-14482.40625,520068.7813,446888.6875
1413,534551.1875,-87851.33594,-15126.375,519424.8125,446699.8516
1414,534551.1875,-88032.67188,-15783.8125,518767.375,446518.5156
1415,534551.1875,-88206.3125,-16454.9375,518096.25,446344.875
1416,534551.1875,-88372.09375,-17140,517411.1875,446179.0938
1417,534551.1875,-88529.82031,-17839.1875,516712,446021.3672
1418,534551.1875,-88679.32031,-18552.71875,515998.4688,445871.8672
1419,534551.1875,-88820.41406,-19280.8125,515270.375,445730.7734
1420,534551.1875,-88952.91406,-20023.6875,514527.5,445598.2734
1421,534551.1875,-89076.64844,-20781.5625,513769.625,445474.5391
1422,534551.1875,-89191.42188,-21554.625,512996.5625,445359.7656
1423,534551.1875,-89297.07031,-22343.15625,512208.0313,445254.1172
1424,534551.1875,-89393.40625,-23147.3125,511403.875,445157.7813
1425,534551.1875,-89480.25,-23967.34375,510583.8438,445070.9375
1426,534551.1875,-89557.41406,-24803.4375,509747.75,444993.7734
1427,534551.1875,-89624.72656,-25655.84375,508895.3438,444926.4609
1428,534551.1875,-89682,-26524.75,508026.4375,444869.1875
1429,534551.1875,-89729.0625,-27410.40625,507140.7813,444822.125
1430,534551.1875,-89765.72656,-28313,506238.1875,444785.4609
1431,534551.1875,-89791.8125,-29232.75,505318.4375,444759.375
1432,534551.1875,-89807.14063,-30169.90625,504381.2813,444744.0469
1433,534551.1875,-89811.53125,-31124.625,503426.5625,444739.6563
1434,534551.1875,-89804.80469,-32097.15625,502454.0313,444746.3828
1435,534551.1875,-89786.77344,-33087.75,501463.4375,444764.4141
1436,534551.1875,-89757.26563,-34096.5625,500454.625,444793.9219
1437,534551.1875,-89716.09375,-35123.84375,499427.3438,444835.0938
1438,534551.1875,-89663.08594,-36169.8125,498381.375,444888.1016
1439,534551.1875,-89598.04688,-37234.6875,497316.5,444953.1406
1440,534551.1875,-89520.8125,-38318.65625,496232.5313,445030.375
