Z_Value,X_Value,Y_Value
21.3451163,354,33.01885605
21.3317539,355,33.13516235
21.32648407,356,33.253479
21.329549,357,33.37383652
21.34119087,358,33.49628448
21.36165186,359,33.62086105
21.39117418,360,33.747612
21.43,361,33.87657547
21.47828696,362,34.00777054
21.53585444,363,34.1411171
21.60243731,364,34.27651215
21.67777038,365,34.41385269
21.76158851,366,34.55303574
21.85362654,367,34.69395828
21.9536193,368,34.83651733
22.06130164,369,34.98060989
22.17640839,370,35.12613297
22.2986744,371,35.27297974
22.4278345,372,35.42105103
22.56362355,373,35.57024384
22.70577637,374,35.72045135
22.8540278,375,35.87157059
23.0081127,376,36.02350235
23.1677659,377,36.17613983
23.33272223,378,36.32938385
23.50271655,379,36.48312759
23.67748368,380,36.63726807
23.85675848,381,36.79170227
24.04027578,382,36.94632721
24.22777041,383,37.10103989
24.41897724,384,37.2557373
24.61363108,385,37.41031647
24.81146678,386,37.56467438
25.01221919,387,37.71870422
25.21562314,388,37.87230682
25.42141348,389,38.02537918
25.62932504,390,38.1778183
25.83909266,391,38.32951355
26.05045119,392,38.48037338
26.26313547,393,38.63028717
26.47688033,394,38.77915192
26.69142062,395,38.92686462
26.90649117,396,39.07332611
27.12182684,397,39.21842957
27.33716245,398,39.36206818
27.55223285,399,39.50414658
27.76677287,400,39.64455795
27.98051737,401,39.78319931
28.19320117,402,39.91996765
28.40455913,403,40.05475616
28.61432607,404,40.18746948
28.82223685,405,40.31799316
29.02802629,406,40.44623566
29.23142925,407,40.57208633
29.43218056,408,40.69544601
29.63001506,409,40.81620789
29.8246676,410,40.93426895
30.01587301,411,41.04953003
30.20336613,412,41.16188431
30.3868818,413,41.2712326
30.56615487,414,41.37746429
30.74092018,415,41.48048401
30.91091256,416,41.58018112
31.07586685,417,41.67646027
31.23551791,418,41.76921082
31.38960055,419,41.8583374
31.53784964,420,41.9437294
31.68,421,42.02528763
31.81586055,422,42.10293579
31.94553651,423,42.17671204
32.06920715,424,42.24668121
32.18705176,425,42.31290817
32.29924963,426,42.37546158
32.40598004,427,42.43440628
32.50742226,428,42.48980713
32.6037556,429,42.54172897
32.69515933,430,42.59023666
32.78181273,431,42.63540268
32.86389509,432,42.67728424
32.9415857,433,42.71595001
33.01506383,434,42.75146866
33.08450878,435,42.78390121
33.15009982,436,42.81331635
33.21201624,437,42.83978271
33.27043733,438,42.86335754
33.32554237,439,42.88411331
33.37751064,440,42.90211487
33.42652143,441,42.91742706
33.47275402,442,42.93011475
33.51638769,443,42.94024277
33.55760174,444,42.94787979
33.59657544,445,42.95309067
33.63348808,446,42.95594025
33.66851894,447,42.95649338
33.70184731,448,42.95481873
33.73365247,449,42.95098114
33.76411371,450,42.94504547
33.7934103,451,42.93707275
33.82172154,452,42.92713928
33.84922671,453,42.91530228
33.87610509,454,42.9016304
33.90253596,455,42.88618851
33.92869862,456,42.86904144
33.95477234,457,42.85025787
33.98093641,458,42.82990265
34.00737011,459,42.8080368
34.03425273,460,42.78473282
34.06176356,461,42.76005554
34.09008186,462,42.73406601
34.11938694,463,42.70683289
34.14985807,464,42.67842102
34.18167454,465,42.64889908
34.21501564,466,42.61833191
34.25006064,467,42.58678055
34.28698883,468,42.55431366
34.32597949,469,42.52099609
34.36721192,470,42.48689651
34.41086539,471,42.45207977
34.45711918,472,42.41661072
34.50615259,473,42.38055038
34.5581449,474,42.34397507
34.61327538,475,42.30694199
34.67172333,476,42.26951599
34.73366803,477,42.23176956
34.79928876,478,42.19376373
34.86876481,479,42.15556717
34.94227546,480,42.11724472
35.02,481,42.07885742
35.10206078,482,42.04046249
35.18835248,483,42.00206757
35.27871284,484,41.96365738
35.3729796,485,41.9252243
35.47099051,486,41.88676453
35.57258332,487,41.8482666
35.67759577,488,41.80971909
35.7858656,489,41.77111435
35.89723056,490,41.73244858
36.0115284,491,41.69370651
36.12859685,492,41.65488434
36.24827367,493,41.61597443
36.3703966,494,41.57696152
36.49480339,495,41.5378418
36.62133177,496,41.49860764
36.7498195,497,41.45924759
36.88010432,498,41.41975403
37.01202398,499,41.38011551
37.14541621,500,41.34032822
37.28011877,501,41.30038071
37.4159694,502,41.26026535
37.55280584,503,41.21997452
37.69046585,504,41.17949677
37.82878715,505,41.13882446
37.96760751,506,41.09794998
38.10676466,507,41.05686569
38.24609636,508,41.01556015
38.38544033,509,40.97402573
38.52463434,510,40.93225479
38.66351612,511,40.8902359
38.80192342,512,40.84796524
38.93969399,513,40.80542755
39.07666556,514,40.76261902
39.21267589,515,40.71953201
39.34756273,516,40.67615509
39.4811638,517,40.63248062
39.61331686,518,40.58850098
39.74385966,519,40.54420471
39.87262994,520,40.4995842
39.99946545,521,40.45463181
40.12420392,522,40.40933609
40.24668311,523,40.36369324
40.36674076,524,40.3176918
40.48421461,525,40.27132416
40.59894241,526,40.22457886
40.71076191,527,40.17745209
40.81951084,528,40.12992859
40.92502696,529,40.08200836
41.02714801,530,40.03367615
41.12571174,531,39.98492432
41.22055589,532,39.93574524
41.31151819,533,39.88613129
41.39843641,534,39.83607101
41.48114829,535,39.78555679
41.55949156,536,39.73458099
41.63330398,537,39.68313599
41.70242329,538,39.63121033
41.76668723,539,39.57879639
41.82593355,540,39.52588654
41.88,541,39.47247314
41.92877261,542,39.4185524
41.97233061,543,39.36415863
42.0108015,544,39.3093338
42.0443128,545,39.25411224
42.07299202,546,39.19854355
42.09696669,547,39.14266205
42.1163643,548,39.08650589
42.13131238,549,39.03012466
42.14193844,550,38.97354889
42.14836999,551,38.91682816
42.15073454,552,38.8599968
42.14915962,553,38.80309677
42.14377272,554,38.74617004
42.13470138,555,38.68925476
42.12207309,556,38.63238907
42.10601538,557,38.57562256
42.08665575,558,38.51898956
42.06412172,559,38.46252823
42.03854081,560,38.40628433
42.01004053,561,38.35029602
41.97874839,562,38.29460144
41.9447919,563,38.23924637
41.90829858,564,38.18426514
41.86939594,565,38.12970352
41.8282115,566,38.07559967
41.78487277,567,38.02199554
41.73950726,568,37.96892929
41.69224249,569,37.91644287
41.64320597,570,37.86457443
41.59252521,571,37.81336975
41.54032773,572,37.76286316
41.48674104,573,37.71310043
41.43189265,574,37.66411972
41.37591009,575,37.61596298
41.31892085,576,37.56866455
41.26105246,577,37.52227402
41.20243243,578,37.47682571
41.14318827,579,37.4323616
41.0834475,580,37.38892365
41.02333762,581,37.34654999
40.96298616,582,37.30528259
40.90252063,583,37.26516342
40.84206854,584,37.22622681
40.7817574,585,37.18852234
40.72171472,586,37.15208435
40.66206803,587,37.1169548
40.60294484,588,37.08317566
40.54447265,589,37.05078506
40.48677899,590,37.01982117
40.42999136,591,36.99033356
40.37423728,592,36.96235275
40.31964426,593,36.93592453
40.26633982,594,36.91108704
40.21445146,595,36.88788605
40.16410671,596,36.8663559
40.11543308,597,36.84653854
40.06855808,598,36.82847595
40.02360923,599,36.81220627
39.98071403,600,36.79777145
39.94,601,36.78521347
39.90156525,602,36.77455139
39.86539028,603,36.76573563
39.83142617,604,36.7586937
39.79962402,605,36.75335312
39.76993491,606,36.74964523
39.74230993,607,36.74749374
39.71670017,608,36.7468338
39.69305673,609,36.74758911
39.67133069,610,36.74969482
39.65147313,611,36.75307083
39.63343516,612,36.75765228
39.61716786,613,36.76337051
39.60262232,614,36.77014542
39.58974962,615,36.77791214
39.57850087,616,36.78659439
39.56882714,617,36.79613113
39.56067953,618,36.80643845
39.55400913,619,36.81745529
39.54876702,620,36.82910156
39.5449043,621,36.84131622
39.54237206,622,36.85401917
39.54112138,623,36.86714172
39.54110336,624,36.88061523
39.54226908,625,36.89436722
39.54456963,626,36.90832901
39.54795611,627,36.9224205
39.5523796,628,36.93658066
39.55779119,629,36.95073318
39.56414197,630,36.9648056
39.57138304,631,36.97873306
39.57946548,632,36.99243546
39.58834038,633,37.00584793
39.59795882,634,37.01889801
39.60827191,635,37.03151321
39.61923073,636,37.04362488
39.63078636,637,37.05516052
39.6428899,638,37.06604767
39.65549245,639,37.07621384
39.66854507,640,37.08559418
39.68199888,641,37.09410858
39.69580495,642,37.1016922
39.70991438,643,37.10827255
39.72427825,644,37.11378098
39.73884766,645,37.11813736
39.75357369,646,37.12128067
39.76840744,647,37.12313461
39.78329999,648,37.12362671
39.79820243,649,37.12269211
39.81306586,650,37.1202507
39.82784135,651,37.11623764
39.84248001,652,37.11058044
39.85693293,653,37.10320663
39.87115118,654,37.09404755
39.88508586,655,37.0830307
39.89868806,656,37.0700798
39.91190887,657,37.05513382
39.92469938,658,37.03811264
39.93701068,659,37.0189476
39.94879386,660,36.99757004
39.96,661,36.97390747
39.97058545,662,36.94791031
39.98052753,663,36.91963196
39.98980881,664,36.88913727
39.99841186,665,36.85649872
40.00631927,666,36.82179642
40.01351359,667,36.7850914
40.01997741,668,36.74646378
40.02569329,669,36.70598221
40.03064381,670,36.66371918
40.03481155,671,36.61974335
40.03817906,672,36.57413101
40.04072894,673,36.52695084
40.04244374,674,36.4782753
40.04330605,675,36.42817688
40.04329843,676,36.37672806
40.04240346,677,36.32400131
40.04060371,678,36.27006531
40.03788176,679,36.21499252
40.03422017,680,36.15885544
40.02960152,681,36.10172653
40.02400838,682,36.04367828
40.01742332,683,35.98478317
40.00982892,684,35.92510986
40.00120775,685,35.86473083
39.99154238,686,35.80371857
39.98081539,687,35.74214554
39.96900935,688,35.68008423
39.95610682,689,35.61760712
39.94209039,690,35.55477905
39.92694263,691,35.49168015
39.9106461,692,35.42837906
39.89318339,693,35.36494827
39.87453706,694,35.30145645
39.85468968,695,35.23797989
39.83362384,696,35.17458725
39.81132209,697,35.11135483
39.78776703,698,35.04834747
39.76294121,699,34.98564148
39.73682721,700,34.92330933
39.7094076,701,34.86141968
39.68066496,702,34.80004883
39.65058186,703,34.73926163
39.61914087,704,34.67913818
39.58632456,705,34.61974335
39.55211551,706,34.56115341
39.51649629,707,34.50344086
39.47944947,708,34.44667053
39.44095762,709,34.39092255
39.40100333,710,34.33626556
39.35956915,711,34.28276825
39.31663767,712,34.2305069
39.27219145,713,34.17955017
39.22621307,714,34.12997055
39.1786851,715,34.08184433
39.12959012,716,34.03523636
39.07891069,717,33.99022293
39.02662939,718,33.94687653
38.9727288,719,33.90526581
38.91719147,720,33.86546326
38.86,721,33.82754135
38.80115221,722,33.79154968
38.74070702,723,33.75745773
38.6787386,724,33.72520447
38.61532112,725,33.6947403
38.55052877,726,33.66600418
38.48443571,727,33.63894272
38.41711612,728,33.61349869
38.34864418,729,33.58961868
38.27909406,730,33.5672493
38.20853994,731,33.5463295
